"Interest.Rate","FICO.Score","Loan.Length","Monthly.Income","Loan.Amount"
"1156",9.07,750,36,5000,7500
"1161",6.62,790,36,10333.33,20000
"1162",10.74,740,36,8300,35000
"1165",7.9,750,36,15000,20000
"1167",7.51,765,36,2430,8000
"1171",13.67,745,60,6666.67,20950
"1173",10.16,755,60,3500,9000
"1174",11.48,745,36,4166.67,20000
"1176",6.62,760,36,4166.67,10000
"1190",7.14,755,36,2916.67,7500
"1193",6.62,750,36,6300,8500
"1202",7.9,770,36,6500,31050
"1205",7.9,740,36,2500,13250
"1208",10,745,36,2375,7000
"1216",6.03,755,36,4944.92,12500
"1224",13.11,775,36,5000,25000
"1228",10.65,745,60,5200,20000
"1234",7.9,750,36,10400,20000
"1241",7.4,770,36,3352,7000
"1247",10.75,755,60,8500,9250
"1251",6.03,760,36,7500,12000
"1260",5.99,765,36,3644.83,4500
"1278",6.62,755,36,10833.33,10000
"1287",11.14,775,36,4548.83,19000
"1289",7.62,750,36,6750,25000
"1291",8.59,760,36,3583.33,9800
"1292",8,765,36,5000,6000
"1294",6.62,760,36,4853.33,10500
"1296",7.9,810,36,5416.67,17500
"1299",5.79,750,36,5520,5000
"1309",5.42,800,36,4250,6000
"1312",7.49,745,36,18750,5000
"1315",10.2,800,36,4583.33,3000
"1319",10.59,765,36,22916.67,30000
"1322",9.76,785,60,5416.67,26500
"1326",6.03,800,36,7917,4000
"1330",6.03,750,36,6250,6600
"1334",7.74,775,36,7083.33,10000
"1340",8.9,785,36,3000,5400
"1342",5.79,770,36,5833.33,8000
"1344",6.92,780,36,7083.33,7200
"1347",13.16,755,36,2583.33,15000
"1349",6.76,760,36,6875,2575
"1354",6.03,780,36,8333.33,10000
"1356",6.03,760,36,3200,8400
"1363",9.32,755,36,3300,8250
"1366",10.62,750,36,11166.67,25000
"1368",6.62,755,36,6750,9000
"1369",8.9,740,36,6000,6500
"1371",5.42,750,36,2833.33,5000
"1383",7.62,785,36,9333.33,1000
"1388",10.37,750,36,5250,15000
"1392",7.4,780,36,6000,5000
"1398",10.25,760,36,7833.33,20000
"1407",15.58,785,60,5666.67,25000
"1410",11.49,765,60,5623.33,10000
"1414",9.63,745,36,6250,12000
"1415",7.29,765,36,5133.33,4200
"1417",7.51,765,36,10916,6000
"1421",10.75,785,60,5761,15000
"1423",7.68,790,36,3417,4000
"1425",8.9,795,60,9866,12000
"1435",6.03,760,36,2750,7000
"1442",6.03,750,36,2500,10050
"1447",5.42,800,36,10000,14500
"1449",6.62,750,36,11250,13600
"1464",12.84,760,36,8666.67,25000
"1468",8,790,36,11250,10800
"1472",7.49,740,36,5580,23400
"1473",7.9,745,36,4500,10375
"1479",15.31,745,36,1666.67,1625
"1497",9.25,760,60,4833.33,8400
"1509",12.12,755,60,5250,31500
"1515",6.03,780,36,6250,6000
"1521",6.03,775,36,6666.67,6000
"1536",5.79,745,36,5416.67,3000
"1537",7.9,750,36,4333.33,20000
"1551",7.9,745,36,3333.33,3825
"1559",7.9,770,36,5500,2200
"1571",7.75,765,36,4158,7000
"1578",7.9,755,36,3166.67,8000
"1580",6.62,745,36,7083.33,12000
"1582",10.99,750,60,5666.67,18000
"1586",7.62,775,36,5333.33,21000
"1589",8,795,36,3750,7500
"1593",6.99,740,36,3583.33,3800
"1605",5.79,750,36,3958.33,2700
"1608",6.62,805,36,4166.67,6000
"1611",13.49,740,60,13333.33,18000
"1616",7.9,755,36,5000,20000
"1619",6.03,750,36,4166.67,3000
"1621",10.99,740,60,6517,13000
"1622",6.03,815,36,3500,8000
"1624",12.53,780,36,5200,20000
"1629",6.62,765,36,3750,10000
"1635",8.32,740,36,3333,6500
"1643",6.62,760,36,5000,6000
"1644",7.9,790,60,6666.67,12000
"1650",9.88,755,36,3333.33,12000
"1652",7.66,745,36,4583.33,11700
"1655",7.14,760,36,4500,6000
"1658",10.36,755,60,7916.67,25000
"1659",7.62,810,36,25000,23000
"1661",7.88,765,60,1600,4800
"1664",7.9,820,36,2916.67,7500
"1686",11.83,810,36,12500,24500
"1689",8.94,775,36,10000,17000
"1698",6.03,815,36,5416.67,16500
"1711",7.74,775,36,10000,7500
"1713",7.88,755,36,10000,15000
"1717",11.14,745,36,8333.33,15800
"1720",7.62,760,36,6833.33,24000
"1727",7.9,775,60,5833.33,12700
"1735",7.9,740,36,6250,13600
"1738",8.9,740,36,6666.67,30000
"1753",10.95,750,36,6666.67,15000
"1767",7.49,755,36,4250,18000
"1771",7.62,770,36,10833.33,20000
"1773",14.09,750,60,7236.67,15000
"1774",10,805,60,2333.33,10000
"1781",10.83,745,36,7500,7500
"1784",7.49,800,36,2500,3000
"1798",7.51,755,36,4333.33,5000
"1804",11.99,740,60,4500,20000
"1807",11.49,750,60,10000,9000
"1812",6.03,755,36,4250,8000
"1813",7.49,740,36,5416.67,12000
"1815",6.03,780,36,2740.5,11875
"1819",6.54,755,36,9583.33,24000
"1849",6.62,745,36,3666.67,8000
"1852",7.62,805,36,102750,33000
"1853",6.99,810,36,9083.33,15000
"1857",14.09,740,60,5416.67,20375
"1859",6.03,805,36,12750,16000
"1866",5.42,775,36,3664.25,4600
"1867",6.99,790,36,5833.33,8000
"1869",14.33,740,60,5000,19050
"1873",6.03,760,36,5208.33,5800
"1881",9.63,750,36,3000,12000
"1886",7.88,745,36,3778.67,16750
"1891",7.9,755,36,5208.33,22500
"1892",8.49,780,60,4425.17,12000
"1898",13.11,740,60,7250,25000
"1903",10.74,760,60,4166.67,17000
"1908",6.62,745,36,4250,14000
"1909",7.62,745,36,2083.33,3250
"1912",6.03,785,36,2083.33,5000
"1926",7.9,780,36,15000,21700
"1936",7.51,760,36,4300,10000
"1941",6.03,775,36,8333.33,9000
"1943",13.11,750,60,7083.33,18000
"1945",6.62,755,36,6250,15000
"1951",6.62,815,36,7291.67,4800
"1959",8.88,795,60,4000,12000
"1974",14.33,750,36,2916.67,4000
"1977",8.49,745,36,4500,12000
"1982",6.92,755,36,7083.33,5000
"1985",9.32,745,36,5000,7000
"1986",7.49,755,36,5416.67,4000
"1990",5.42,780,36,3936,8000
"1997",10.25,750,36,10000,20000
"2001",10.59,740,36,8750,15000
"2018",12.21,750,36,5833.33,20800
"2023",7.49,740,36,2500,3600
"2029",7.4,805,36,4158,2800
"2030",6.03,790,36,6750,12375
"2035",6.03,770,36,14166.67,9000
"2043",6.03,780,36,3666.67,6000
"2048",13.11,755,60,20416.67,30000
"2051",7.9,750,36,10166.67,24000
"2052",10,745,60,11333.33,14000
"2055",7.9,795,36,7300,8000
"2059",10.65,745,60,15000,29000
"2060",6.03,805,36,2333.33,5400
"2063",6.03,770,36,3033,5000
"2065",7.49,750,36,6280,7000
"2071",13.49,775,60,1375,8450
"2074",5.42,795,36,8000,10000
"2077",7.62,740,36,3750,5000
"2078",6.03,785,36,3416.67,12000
"2080",9.99,800,60,10500,13000
"2081",17.27,755,36,3583.33,4750
"2087",12.42,745,60,3225.23,19425
"2097",9.99,765,60,8083.33,24000
"2102",8.9,775,36,8750,35000
"2123",7.9,815,60,10666.67,16800
"2124",7.51,755,36,3000,7200
"2132",5.79,750,36,3083.33,1125
"2133",13.11,795,60,4806,28000
"2135",6.03,795,36,5416.67,5000
"2138",13.11,740,60,20833.33,35000
"2154",7.49,740,36,2583,5600
"2165",5.99,765,36,4000,4400
"2166",11.71,745,60,7500,35000
"2174",7.68,785,36,3666.67,2500
"2175",7.14,755,36,4166.67,5000
"2177",8.9,740,36,7500,15000
"2179",8.49,795,36,2166.67,4500
"2181",7.51,740,36,833.33,1450
"2182",14.96,760,36,7083.33,6000
"2184",6.62,750,36,4583.33,14000
"2185",6.03,800,36,12000,15000
"2186",10.99,760,60,5243.75,22000
"2192",8.94,785,36,3125,10000
"2196",7.62,765,36,4333.33,2000
"2212",6.03,765,36,7500,3000
"2215",11.11,765,60,2958.33,16000
"2220",10.62,745,60,5200,5000
"2223",9.63,755,36,5479,8800
"2226",5.99,780,36,2600,4350
"2241",10.75,795,60,8750,10000
"2243",7.51,750,36,1666.67,5000
"2264",7.9,760,36,1945,5300
"2267",11.89,745,36,5416.67,9250
"2268",10.75,775,60,7500,19000
"2269",6.03,750,36,5833.33,2000
"2274",9.63,760,36,9083.33,14000
"2283",9.07,740,36,2667,6600
"2306",6.03,795,36,4166.67,15675
"2309",7.9,765,36,9166.67,29000
"2311",8.94,740,36,4166.67,5000
"2318",6.03,770,36,8733.33,14000
"2320",12.42,745,60,4166.67,19600
"2328",5.79,750,36,6089.44,4200
"2329",12.68,785,60,7083.33,35000
"2339",7.9,745,36,5416.67,15000
"2342",8.59,810,36,7583.33,7900
"2344",7.68,780,36,5417,6000
"2348",6.62,750,36,9666.67,12000
"2349",6.99,780,36,2500,10000
"2359",6.62,805,36,9166.67,32550
"2362",7.62,805,36,2500,7125
"2366",10.37,785,60,5833.33,14000
"2375",7.51,765,36,3000,4500
"2385",7.29,740,36,6250,12000
"2386",11.83,755,36,12000,24250
"2389",6.03,775,36,13750,10000
"2396",7.88,800,60,4750,9000
"2397",14.09,750,60,6666.67,31825
"2399",8.94,815,36,2833.33,12800
"2400",13.99,745,60,4167,20000
"2410",6.99,775,36,5166.67,7000
"2411",6.03,790,36,5836.67,11000
"2413",10.99,740,36,12500,24000
"2422",5.79,760,36,5416.67,5000
"2429",13.49,745,60,4166.67,25000
"2438",9.88,750,36,3338,16750
"2445",6.62,750,36,11666.67,13000
"2447",8.9,740,36,5641.67,11400
"2453",7.9,765,36,7500,25000
"2454",10.16,780,60,5900,28200
"2466",6.03,755,36,3100,12000
"2470",10.74,755,60,6125,20000
"2472",7.9,770,36,5166.67,19000
"2481",6.03,760,36,5000,10000
"2482",6.62,810,36,9250,27000
"2486",10.75,765,36,7083.33,25000
"2497",14.09,740,60,8903.25,16000
